tradeDate,market,price,currency,uom,month
28-Aug-2018,HH-NG,2.852,USD,MMBTU,Sep-2018
28-Aug-2018,HH-NG,2.845,USD,MMBTU,Oct-2018
28-Aug-2018,HH-NG,2.873,USD,MMBTU,Nov-2018
28-Aug-2018,HH-NG,2.966,USD,MMBTU,Dec-2018
28-Aug-2018,HH-NG,3.054,USD,MMBTU,Jan-2019
28-Aug-2018,HH-NG,3.02,USD,MMBTU,Feb-2019
28-Aug-2018,HH-NG,2.917,USD,MMBTU,Mar-2019
28-Aug-2018,HH-NG,2.632,USD,MMBTU,Apr-2019
28-Aug-2018,HH-NG,2.601,USD,MMBTU,May-2019
28-Aug-2018,HH-NG,2.632,USD,MMBTU,Jun-2019
28-Aug-2018,HH-NG,2.664,USD,MMBTU,Jul-2019
28-Aug-2018,HH-NG,2.668,USD,MMBTU,Aug-2019
28-Aug-2018,HH-NG,2.652,USD,MMBTU,Sep-2019
28-Aug-2018,HH-NG,2.668,USD,MMBTU,Oct-2019
28-Aug-2018,HH-NG,2.717,USD,MMBTU,Nov-2019
28-Aug-2018,HH-NG,2.839,USD,MMBTU,Dec-2019
28-Aug-2018,HH-NG,2.935,USD,MMBTU,Jan-2020
28-Aug-2018,HH-NG,2.895,USD,MMBTU,Feb-2020
28-Aug-2018,HH-NG,2.788,USD,MMBTU,Mar-2020
28-Aug-2018,HH-NG,2.503,USD,MMBTU,Apr-2020
28-Aug-2018,HH-NG,2.466,USD,MMBTU,May-2020
28-Aug-2018,HH-NG,2.491,USD,MMBTU,Jun-2020
28-Aug-2018,HH-NG,2.518,USD,MMBTU,Jul-2020
28-Aug-2018,HH-NG,2.527,USD,MMBTU,Aug-2020
28-Aug-2018,HH-NG,2.511,USD,MMBTU,Sep-2020
28-Aug-2018,HH-NG,2.528,USD,MMBTU,Oct-2020
28-Aug-2018,HH-NG,2.582,USD,MMBTU,Nov-2020
28-Aug-2018,HH-NG,2.707,USD,MMBTU,Dec-2020
28-Aug-2018,HH-NG,2.81,USD,MMBTU,Jan-2021
28-Aug-2018,HH-NG,2.774,USD,MMBTU,Feb-2021
28-Aug-2018,HH-NG,2.686,USD,MMBTU,Mar-2021
28-Aug-2018,HH-NG,2.421,USD,MMBTU,Apr-2021
28-Aug-2018,HH-NG,2.389,USD,MMBTU,May-2021
28-Aug-2018,HH-NG,2.417,USD,MMBTU,Jun-2021
28-Aug-2018,HH-NG,2.447,USD,MMBTU,Jul-2021
28-Aug-2018,HH-NG,2.459,USD,MMBTU,Aug-2021
28-Aug-2018,HH-NG,2.456,USD,MMBTU,Sep-2021
28-Aug-2018,HH-NG,2.48,USD,MMBTU,Oct-2021
28-Aug-2018,HH-NG,2.542,USD,MMBTU,Nov-2021
28-Aug-2018,HH-NG,2.675,USD,MMBTU,Dec-2021
28-Aug-2018,HH-NG,2.775,USD,MMBTU,Jan-2022
28-Aug-2018,HH-NG,2.741,USD,MMBTU,Feb-2022
28-Aug-2018,HH-NG,2.669,USD,MMBTU,Mar-2022
28-Aug-2018,HH-NG,2.414,USD,MMBTU,Apr-2022
28-Aug-2018,HH-NG,2.391,USD,MMBTU,May-2022
28-Aug-2018,HH-NG,2.416,USD,MMBTU,Jun-2022
28-Aug-2018,HH-NG,2.443,USD,MMBTU,Jul-2022
28-Aug-2018,HH-NG,2.456,USD,MMBTU,Aug-2022
28-Aug-2018,HH-NG,2.457,USD,MMBTU,Sep-2022
28-Aug-2018,HH-NG,2.484,USD,MMBTU,Oct-2022
28-Aug-2018,HH-NG,2.548,USD,MMBTU,Nov-2022
28-Aug-2018,HH-NG,2.688,USD,MMBTU,Dec-2022
28-Aug-2018,HH-NG,2.788,USD,MMBTU,Jan-2023
28-Aug-2018,HH-NG,2.755,USD,MMBTU,Feb-2023
28-Aug-2018,HH-NG,2.688,USD,MMBTU,Mar-2023
28-Aug-2018,HH-NG,2.468,USD,MMBTU,Apr-2023
28-Aug-2018,HH-NG,2.455,USD,MMBTU,May-2023
28-Aug-2018,HH-NG,2.481,USD,MMBTU,Jun-2023
28-Aug-2018,HH-NG,2.51,USD,MMBTU,Jul-2023
28-Aug-2018,HH-NG,2.527,USD,MMBTU,Aug-2023
28-Aug-2018,HH-NG,2.531,USD,MMBTU,Sep-2023
28-Aug-2018,HH-NG,2.561,USD,MMBTU,Oct-2023
28-Aug-2018,HH-NG,2.625,USD,MMBTU,Nov-2023
28-Aug-2018,HH-NG,2.773,USD,MMBTU,Dec-2023
28-Aug-2018,HH-NG,2.88,USD,MMBTU,Jan-2024
28-Aug-2018,HH-NG,2.848,USD,MMBTU,Feb-2024
28-Aug-2018,HH-NG,2.783,USD,MMBTU,Mar-2024
28-Aug-2018,HH-NG,2.548,USD,MMBTU,Apr-2024
28-Aug-2018,HH-NG,2.53,USD,MMBTU,May-2024
28-Aug-2018,HH-NG,2.561,USD,MMBTU,Jun-2024
28-Aug-2018,HH-NG,2.597,USD,MMBTU,Jul-2024
28-Aug-2018,HH-NG,2.614,USD,MMBTU,Aug-2024
28-Aug-2018,HH-NG,2.616,USD,MMBTU,Sep-2024
28-Aug-2018,HH-NG,2.644,USD,MMBTU,Oct-2024
28-Aug-2018,HH-NG,2.702,USD,MMBTU,Nov-2024
28-Aug-2018,HH-NG,2.84,USD,MMBTU,Dec-2024
28-Aug-2018,HH-NG,2.946,USD,MMBTU,Jan-2025
28-Aug-2018,HH-NG,2.914,USD,MMBTU,Feb-2025
28-Aug-2018,HH-NG,2.849,USD,MMBTU,Mar-2025
28-Aug-2018,HH-NG,2.634,USD,MMBTU,Apr-2025
28-Aug-2018,HH-NG,2.617,USD,MMBTU,May-2025
28-Aug-2018,HH-NG,2.646,USD,MMBTU,Jun-2025
28-Aug-2018,HH-NG,2.678,USD,MMBTU,Jul-2025
28-Aug-2018,HH-NG,2.697,USD,MMBTU,Aug-2025
28-Aug-2018,HH-NG,2.699,USD,MMBTU,Sep-2025
28-Aug-2018,HH-NG,2.727,USD,MMBTU,Oct-2025
28-Aug-2018,HH-NG,2.789,USD,MMBTU,Nov-2025
28-Aug-2018,HH-NG,2.931,USD,MMBTU,Dec-2025
28-Aug-2018,HH-NG,3.041,USD,MMBTU,Jan-2026
28-Aug-2018,HH-NG,3.006,USD,MMBTU,Feb-2026
28-Aug-2018,HH-NG,2.94,USD,MMBTU,Mar-2026
28-Aug-2018,HH-NG,2.718,USD,MMBTU,Apr-2026
28-Aug-2018,HH-NG,2.703,USD,MMBTU,May-2026
28-Aug-2018,HH-NG,2.724,USD,MMBTU,Jun-2026
28-Aug-2018,HH-NG,2.748,USD,MMBTU,Jul-2026
28-Aug-2018,HH-NG,2.768,USD,MMBTU,Aug-2026
28-Aug-2018,HH-NG,2.77,USD,MMBTU,Sep-2026
28-Aug-2018,HH-NG,2.798,USD,MMBTU,Oct-2026
28-Aug-2018,HH-NG,2.863,USD,MMBTU,Nov-2026
28-Aug-2018,HH-NG,3.008,USD,MMBTU,Dec-2026
28-Aug-2018,HH-NG,3.123,USD,MMBTU,Jan-2027
28-Aug-2018,HH-NG,3.089,USD,MMBTU,Feb-2027
28-Aug-2018,HH-NG,3.023,USD,MMBTU,Mar-2027
28-Aug-2018,HH-NG,2.793,USD,MMBTU,Apr-2027
28-Aug-2018,HH-NG,2.776,USD,MMBTU,May-2027
28-Aug-2018,HH-NG,2.802,USD,MMBTU,Jun-2027
28-Aug-2018,HH-NG,2.83,USD,MMBTU,Jul-2027
28-Aug-2018,HH-NG,2.848,USD,MMBTU,Aug-2027
28-Aug-2018,HH-NG,2.85,USD,MMBTU,Sep-2027
28-Aug-2018,HH-NG,2.878,USD,MMBTU,Oct-2027
28-Aug-2018,HH-NG,2.945,USD,MMBTU,Nov-2027
28-Aug-2018,HH-NG,3.091,USD,MMBTU,Dec-2027
28-Aug-2018,HH-NG,3.209,USD,MMBTU,Jan-2028
28-Aug-2018,HH-NG,3.177,USD,MMBTU,Feb-2028
28-Aug-2018,HH-NG,3.112,USD,MMBTU,Mar-2028
28-Aug-2018,HH-NG,2.842,USD,MMBTU,Apr-2028
28-Aug-2018,HH-NG,2.82,USD,MMBTU,May-2028
28-Aug-2018,HH-NG,2.85,USD,MMBTU,Jun-2028
28-Aug-2018,HH-NG,2.89,USD,MMBTU,Jul-2028
28-Aug-2018,HH-NG,2.93,USD,MMBTU,Aug-2028
28-Aug-2018,HH-NG,2.945,USD,MMBTU,Sep-2028
28-Aug-2018,HH-NG,2.991,USD,MMBTU,Oct-2028
28-Aug-2018,HH-NG,3.061,USD,MMBTU,Nov-2028
28-Aug-2018,HH-NG,3.211,USD,MMBTU,Dec-2028
28-Aug-2018,HH-NG,3.334,USD,MMBTU,Jan-2029
28-Aug-2018,HH-NG,3.302,USD,MMBTU,Feb-2029
28-Aug-2018,HH-NG,3.237,USD,MMBTU,Mar-2029
28-Aug-2018,HH-NG,2.919,USD,MMBTU,Apr-2029
28-Aug-2018,HH-NG,2.897,USD,MMBTU,May-2029
28-Aug-2018,HH-NG,2.927,USD,MMBTU,Jun-2029
28-Aug-2018,HH-NG,2.967,USD,MMBTU,Jul-2029
28-Aug-2018,HH-NG,3.007,USD,MMBTU,Aug-2029
28-Aug-2018,HH-NG,3.022,USD,MMBTU,Sep-2029
28-Aug-2018,HH-NG,3.068,USD,MMBTU,Oct-2029
28-Aug-2018,HH-NG,3.14,USD,MMBTU,Nov-2029
28-Aug-2018,HH-NG,3.292,USD,MMBTU,Dec-2029
28-Aug-2018,HH-NG,3.422,USD,MMBTU,Jan-2030
28-Aug-2018,HH-NG,3.392,USD,MMBTU,Feb-2030
28-Aug-2018,HH-NG,3.327,USD,MMBTU,Mar-2030
28-Aug-2018,HH-NG,3.002,USD,MMBTU,Apr-2030
28-Aug-2018,HH-NG,2.98,USD,MMBTU,May-2030
28-Aug-2018,HH-NG,3.015,USD,MMBTU,Jun-2030
28-Aug-2018,HH-NG,3.06,USD,MMBTU,Jul-2030
28-Aug-2018,HH-NG,3.1,USD,MMBTU,Aug-2030
28-Aug-2018,HH-NG,3.115,USD,MMBTU,Sep-2030
28-Aug-2018,HH-NG,3.161,USD,MMBTU,Oct-2030
28-Aug-2018,HH-NG,3.233,USD,MMBTU,Nov-2030
28-Aug-2018,HH-NG,3.388,USD,MMBTU,Dec-2030
28-Aug-2018,HH-CL,68.53,USD,BBL,Oct-2018
28-Aug-2018,HH-CL,68.22,USD,BBL,Nov-2018
28-Aug-2018,HH-CL,67.93,USD,BBL,Dec-2018
28-Aug-2018,HH-CL,67.69,USD,BBL,Jan-2019
28-Aug-2018,HH-CL,67.4,USD,BBL,Feb-2019
